lambda,mean_auc,sd_auc,rss
0,0,0,0
3,0.9946316313021383,0.006049435458536192,2.1853474703993236
2.9798657718120807,0.9946316313021383,0.006049435458536192,2.1830163859354745
2.959731543624161,0.9945295904858117,0.005994082057294958,2.1806672839119012
2.9395973154362416,0.9945295904858117,0.005994082057294958,2.177995248126746
2.9194630872483223,0.9945295904858117,0.005994082057294958,2.175335306462934
2.8993288590604025,0.9945295904858117,0.005994082057294958,2.1726876127372945
2.879194630872483,0.9945295904858117,0.005994082057294958,2.170052323023881
2.859060402684564,0.9945295904858117,0.005994082057294958,2.1674295974461155
2.8389261744966445,0.9945295904858117,0.005994082057294958,2.1649617831037675
2.8187919463087248,0.9945295904858117,0.005994082057294958,2.1626147416496386
2.7986577181208054,0.9945295904858117,0.005994082057294958,2.160293528151359
2.778523489932886,0.9945295904858117,0.005994082057294958,2.1579979617465157
2.7583892617449663,0.9945295904858117,0.005994082057294958,2.1557278472893326
2.738255033557047,0.9945295904858117,0.005994082057294958,2.153482981370341
2.7181208053691277,0.9946371173675321,0.005867055232503599,2.151263143054697
2.697986577181208,0.9946371173675321,0.005867055232503599,2.1490681159969944
2.6778523489932886,0.9946371173675321,0.005867055232503599,2.1468980958392248
2.6577181208053693,0.9946371173675321,0.005867055232503599,2.14475162180848
2.6375838926174495,0.9946371173675321,0.005867055232503599,2.1426385534867274
2.61744966442953,0.9946371173675321,0.005867055232503599,2.1406505480287064
2.597315436241611,0.9946371173675321,0.005867055232503599,2.138778830296974
2.577181208053691,0.9945350765512055,0.005753808863529437,2.1369325079552777
2.557046979865772,0.9945350765512055,0.005753808863529437,2.1351116588809242
2.5369127516778525,0.9945350765512055,0.005753808863529437,2.1333153770493425
2.5167785234899327,0.9945350765512055,0.005753808863529437,2.13154406984419
2.4966442953020134,0.9945350765512055,0.005753808863529437,2.129796513619283
2.476510067114094,0.994642603432926,0.005634064648154748,2.1280733766979965
2.4563758389261743,0.994642603432926,0.005634064648154748,2.1263421630386166
2.436241610738255,0.994642603432926,0.005634064648154748,2.124588598602908
2.4161073825503356,0.994642603432926,0.005634064648154748,2.122782974265312
2.395973154362416,0.994642603432926,0.005634064648154748,2.120903569598235
2.3758389261744965,0.994642603432926,0.005634064648154748,2.1190447735141573
2.3557046979865772,0.994642603432926,0.005634064648154748,2.1172086664110275
2.335570469798658,0.994642603432926,0.005634064648154748,2.1158693921944827
2.3154362416107386,0.9947501303146464,0.005522198184063045,2.1162398545745815
2.295302013422819,0.9947501303146464,0.005522198184063045,2.116677060643159
2.2751677852348995,0.99464808949832,0.005416422810006233,2.117174116016682
2.25503355704698,0.9947556163800403,0.005313442858555351,2.117723711242811
2.2348993288590604,0.9947556163800403,0.005313442858555351,2.1183181601585934
